restaurant_id,restaurant_name,city,locality,latitude,longitude,restaurant_type,cuisines,top_selling_dish,distance_from_city_center_km,opening_time,closing_time,operating_days_per_week,seating_capacity,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,customer_sentiment_score,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,avg_prep_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,monthly_order_growth_pct,weekend_order_uplift_pct,repeat_customer_pct,online_order_share_pct,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,seating_capacity_note,loyalty_program,sustainability_packaging_rating,has_own_website,has_own_app,food_license_verified,year_established,listing_date,days_listed,rating_difference,revenue_difference,profit_difference,total_monthly_revenue,total_monthly_profit,total_monthly_orders,average_delivery_time
REST000050,The Vegan Junction,Mumbai,Navi Mumbai,19.1165,72.88449,Cloud Kitchen,Vegan,Vegan Wrap,4.9,10:00,21:00,7,0,4.8,1761,4.7,1728,4.75,100,406,Mid-Range,37,43,28,21,28,24.5,25.8,11,8,253,213,-4.0,50,60,68,102718,86478,75226,62242,54.3,45.7,Swiggy Better,Vegan Options; Bar; Dine-in; Takeaway; Rooftop; WiFi,6,"Delivery-only, no seating",False,1,True,False,True,2015,2018-12-15,2774,0.09999999999999964,16240,12984,189196,137468,466,24.5
REST000051,Golden Hub,Bangalore,Whitefield,13.00387,77.5165,Casual Dining,Vietnamese,Banh Mi,8.1,10:00,23:00,7,108,4.0,1854,4.0,2074,4.0,81,332,Mid-Range,62,56,27,31,9,15.1,15.5,27,8,255,235,-1.6,47,41,66,84660,78020,69720,63949,52.0,48.0,Swiggy Better,Dine-in; Vegan Options,2,Dine-in available,True,5,True,False,True,2021,2026-03-12,130,0.0,6640,5771,162680,133669,490,29.0
REST000052,Golden Bowl,Mumbai,Colaba,19.02414,72.83857,Food Truck,Cafe,Avocado Toast,5.9,10:00,23:00,7,0,4.1,1191,4.0,1548,4.05,83,244,Budget,50,39,30,33,25,16.9,26.0,7,6,222,235,17.6,40,52,61,54168,57340,43663,41159,48.6,51.4,Swiggy Better,WiFi; Private Room; Alcohol; AC,4,"Delivery-only, no seating",True,4,True,True,True,2021,2025-07-08,377,0.09999999999999964,-3172,2504,111508,84822,457,31.5
REST000053,Roots House,Kolkata,Dum Dum,22.60797,88.33136,QSR (Quick Service),Lebanese,Hummus,3.7,09:00,22:00,7,63,4.6,856,4.7,1274,4.65,92,168,Budget,30,34,28,25,9,17.6,21.7,12,24,293,446,8.7,19,62,68,49224,74928,39344,56909,39.6,60.4,Zomato Better,Family Friendly; Takeaway; AC,3,Dine-in available,True,2,False,False,False,2014,2018-02-03,3089,-0.10000000000000053,-25704,-17565,124152,96253,739,26.5
REST000054,Barrel South Tadka,Hyderabad,Gachibowli,17.32847,78.5258,Cloud Kitchen,South Indian,Filter Coffee,9.2,12:00,22:00,7,0,4.6,1649,4.7,2103,4.65,88,335,Mid-Range,56,57,29,33,13,24.3,25.1,12,8,381,330,-4.0,53,66,57,127635,110550,93721,80318,53.6,46.4,Swiggy Better,Private Room; Dine-in; Vegan Options; Dessert Bar,4,"Delivery-only, no seating",False,2,True,True,True,2017,2020-05-20,2252,-0.10000000000000053,17085,13403,238185,174039,711,31.0
REST000055,Lotus Kitchen,Chennai,Velachery,13.04652,80.31888,QSR (Quick Service),Pan-Asian; Biryani,Thai Curry,4.0,09:00,23:00,7,86,4.4,1344,3.8,779,4.1,84,230,Budget,35,33,24,22,35,21.8,19.7,28,21,365,255,18.5,32,47,65,83950,58650,63679,45683,58.9,41.1,Swiggy Better,Outdoor Seating; Private Room; AC; Takeaway; Rooftop; Vegan Options; WiFi; Alcohol,8,Dine-in available,False,4,False,False,False,2018,2022-01-12,1650,0.6000000000000005,25300,17996,142600,109362,620,23.0
REST000056,Sultan Korean Grill,Kolkata,Dum Dum,22.51738,88.33539,Cloud Kitchen,Korean,Tteokbokki,2.8,10:00,24:00,7,0,4.6,1718,4.5,2830,4.55,90,317,Mid-Range,34,33,22,20,21,15.3,24.6,23,31,286,407,5.6,13,61,79,90662,129019,74487,94362,41.3,58.7,Zomato Better,Vegan Options; AC; WiFi; Alcohol,4,"Delivery-only, no seating",False,3,False,False,True,2015,2019-10-06,2479,0.09999999999999964,-38357,-19875,219681,168849,693,21.0
REST000057,The Korean Darbar,Delhi,Connaught Place,28.68118,77.11102,Cloud Kitchen,Korean,Kimchi Fried Rice,8.8,09:00,21:00,7,0,4.5,1937,4.5,1789,4.5,89,344,Mid-Range,52,55,32,27,34,24.5,19.3,23,8,272,252,6.9,7,64,69,93568,86688,68525,67858,51.9,48.1,Balanced,Parking; Private Room; Outdoor Seating; Alcohol,4,"Delivery-only, no seating",False,2,False,False,False,2016,2018-02-24,3068,0.0,6880,667,180256,136383,524,29.5
REST000058,Roots Grill,Pune,Aundh,18.5486,73.89954,Casual Dining,Desserts,Gulab Jamun,2.8,12:00,23:00,6,40,4.7,474,4.4,1173,4.55,85,347,Mid-Range,40,32,23,28,15,21.8,22.5,8,25,220,217,4.3,26,55,84,76340,75299,57907,56606,50.3,49.7,Balanced,Rooftop; Outdoor Seating; Dine-in; Alcohol; Family Friendly,5,Dine-in available,False,5,True,False,True,2019,2021-12-05,1688,0.2999999999999998,1041,1301,151639,114513,437,25.5
REST000059,Basil Darbar,Mumbai,Worli,19.08949,72.8607,Cloud Kitchen,Chinese,Hakka Noodles,8.6,09:00,22:00,7,0,4.5,1406,4.6,1990,4.55,95,436,Mid-Range,58,49,36,27,16,26.8,16.7,19,19,286,242,2.6,41,60,76,124696,105512,88539,85255,54.2,45.8,Swiggy Better,Private Room; Takeaway; Family Friendly; Dessert Bar; Smoking Area,5,"Delivery-only, no seating",True,2,False,False,True,2013,2018-04-22,3011,-0.09999999999999964,19184,3284,230208,173794,528,31.5
REST000060,The Biryani Express,Mumbai,Colaba,19.03531,72.80459,QSR (Quick Service),Biryani; Street Food,Mutton Biryani,5.5,07:00,22:00,7,87,4.2,2007,4.5,2463,4.35,81,298,Budget,39,36,31,30,30,17.2,23.0,7,10,322,409,-3.2,29,55,68,95956,121882,77068,91034,44.0,56.0,Zomato Better,Alcohol; Family Friendly; Outdoor Seating; Takeaway; Vegan Options,5,Dine-in available,False,5,False,False,False,2025,2025-08-30,324,-0.2999999999999998,-25926,-13966,217838,168102,731,30.5
REST000061,The Italian Diner,Hyderabad,Kondapur,17.39447,78.52224,Cloud Kitchen,Italian; Lebanese,Risotto,5.7,12:00,22:00,7,0,4.3,2049,4.2,1349,4.25,82,429,Mid-Range,42,44,26,31,24,26.9,18.4,22,12,325,179,0.8,18,43,63,139425,76791,98862,60782,64.5,35.5,Swiggy Better,Alcohol; Dessert Bar; Takeaway; Smoking Area,4,"Delivery-only, no seating",True,5,False,False,True,2011,2016-09-19,3591,0.09999999999999964,62634,38080,216216,159644,504,28.5
REST000062,Nawab Room,Delhi,Rajouri Garden,28.7232,77.12374,Casual Dining,Mughlai; Multi-Cuisine,Kebabs,2.5,09:00,23:00,7,26,4.5,1763,4.4,1475,4.45,84,906,Premium,34,29,16,25,28,20.9,25.9,19,4,289,181,10.2,59,53,75,261834,163986,200897,117868,61.5,38.5,Swiggy Better,Takeaway; AC; Dessert Bar; WiFi; Dine-in; Live Music; Alcohol,7,Dine-in available,False,5,True,False,True,2016,2017-11-03,3181,0.09999999999999964,97848,83029,425820,318765,470,20.5
REST000063,Spice Bites,Pune,Shivaji Nagar,18.56817,73.87125,Cloud Kitchen,North Indian,Dal Makhani,5.9,10:00,21:00,7,0,4.7,1157,4.7,1203,4.7,87,511,Mid-Range,49,40,24,25,25,20.5,20.5,20,18,241,251,7.7,16,52,89,123151,128261,94968,98908,49.0,51.0,Zomato Better,Takeaway; Alcohol; Vegan Options,3,"Delivery-only, no seating",False,4,False,False,True,2020,2023-08-12,1073,0.0,-5110,-3940,251412,193876,492,24.5
REST000064,The Mexican Corner,Chennai,Anna Nagar,13.10066,80.31868,Food Truck,Mexican; Pan-Asian,Nachos,3.8,08:00,23:00,6,0,4.8,1086,4.8,534,4.8,95,219,Budget,29,34,29,21,14,18.7,19.9,14,6,158,202,-2.0,17,55,68,34602,44238,27287,34372,43.9,56.1,Zomato Better,Rooftop; Private Room; Outdoor Seating; Takeaway; Smoking Area,5,"Delivery-only, no seating",False,4,False,False,True,2019,2024-02-14,887,0.0,-9636,-7085,78840,61659,360,25.0
REST000065,Tandoor Lebanese Diner,Hyderabad,Kondapur,17.42188,78.53879,QSR (Quick Service),Lebanese; Japanese,Fattoush,13.3,07:00,22:00,7,92,3.5,624,3.5,2253,3.5,67,312,Mid-Range,86,73,36,44,15,22.9,21.8,16,18,194,291,0.2,44,36,73,60528,90792,45267,68869,40.0,60.0,Zomato Better,Bar; Smoking Area; Dessert Bar; Takeaway; Private Room; Rooftop; Outdoor Seating; Live Music,8,Dine-in available,False,3,False,False,True,2022,2025-10-01,292,0.0,-30264,-23602,151320,114136,485,40.0
REST000066,Urban House,Pune,Viman Nagar,18.52364,73.88776,Cafe,Cafe,Cold Brew,1.8,07:00,22:00,7,23,3.9,682,4.0,393,3.95,79,574,Mid-Range,19,28,17,21,21,22.7,18.3,5,13,82,190,-0.7,48,41,60,47068,109060,35292,86429,30.1,69.9,Zomato Better,Dine-in; Dessert Bar; Bar; Live Music; Alcohol; AC,6,Dine-in available,False,1,False,False,True,2015,2017-03-31,3398,-0.10000000000000009,-61992,-51137,156128,121721,272,19.0
REST000067,Bombay Mexican Bhavan,Pune,Viman Nagar,18.47966,73.79815,Cafe,Mexican,Burrito Bowl,10.6,08:00,23:00,5,92,4.2,666,4.2,1339,4.2,84,304,Mid-Range,59,64,35,36,31,23.0,19.8,25,19,174,155,19.4,15,55,68,52896,47120,39508,36657,52.9,47.1,Swiggy Better,Outdoor Seating; Family Friendly; AC; Bar; WiFi,5,Dine-in available,False,4,False,False,True,2020,2025-10-16,277,0.0,5776,2851,100016,76165,329,35.5
REST000068,Saffron Express,Bangalore,Yelahanka,12.97969,77.51896,Casual Dining,Bakery; Pan-Asian,Cheesecake,11.2,11:00,22:00,7,91,4.7,2283,4.6,1123,4.65,95,729,Premium,71,63,36,40,19,17.1,17.3,13,5,435,233,5.2,40,47,62,317115,169857,255002,136258,65.1,34.9,Swiggy Better,Dine-in; Outdoor Seating; Alcohol; Family Friendly; Takeaway; Smoking Area; Rooftop,7,Dine-in available,False,3,True,False,True,2018,2023-01-03,1294,0.10000000000000053,147258,118744,486972,391260,668,38.0
REST000069,Silk Diner,Mumbai,Chembur,19.13678,72.89523,Cafe,Street Food,Chaat,7.2,12:00,21:00,6,75,4.5,761,4.3,978,4.4,87,303,Mid-Range,50,47,25,27,14,20.6,18.6,19,10,229,212,-9.1,27,64,95,69387,64236,53440,50719,51.9,48.1,Swiggy Better,Family Friendly; Dine-in; Parking; Live Music; Vegan Options; Takeaway; AC; Private Room,8,Dine-in available,True,3,True,False,True,2014,2018-07-03,2939,0.20000000000000018,5151,2721,133623,104159,441,26.0
REST000070,Zaffran Corner,Delhi,Rohini,28.76749,77.10577,QSR (Quick Service),Continental,Pasta,12.9,07:00,23:00,7,45,3.8,2639,3.5,575,3.65,71,193,Budget,75,67,40,43,30,23.2,24.1,29,21,327,254,6.8,9,42,65,63111,49022,47015,36091,56.3,43.7,Swiggy Better,Dessert Bar; Bar; Outdoor Seating; Live Music; Alcohol; Rooftop,6,Dine-in available,False,1,True,False,True,2018,2018-02-25,3067,0.2999999999999998,14089,10924,112133,83106,581,41.5
REST000071,Curry Kitchen Co.,Bangalore,JP Nagar,12.84253,77.60162,Fine Dine,Bakery,Cheesecake,4.4,10:00,22:00,7,62,4.1,1643,4.4,1017,4.25,84,1222,Premium,39,34,23,26,33,17.5,25.3,26,31,214,155,0.8,12,52,61,261508,189410,209272,137245,58.0,42.0,Swiggy Better,Private Room; Live Music; Smoking Area,3,Dine-in available,False,4,True,False,True,2020,2022-01-02,1660,-0.3000000000000007,72098,72027,450918,346517,369,24.5
REST000072,The Pan-Asian Bar & Grill,Delhi,Saket,28.73555,77.18705,Cloud Kitchen,Pan-Asian,Thai Curry,4.9,12:00,22:00,7,0,3.9,2394,4.2,1108,4.05,81,371,Mid-Range,35,38,29,26,9,24.1,15.7,22,25,374,340,6.6,5,53,76,138754,126140,102155,103146,52.4,47.6,Balanced,Parking; AC; Bar,3,"Delivery-only, no seating",False,3,True,False,True,2017,2020-06-21,2220,-0.30000000000000027,12614,-991,264894,205301,714,27.5
REST000073,Curry Desserts Junction,Ahmedabad,Naranpura,22.99779,72.61728,Casual Dining,Desserts,Brownie Sundae,7.5,09:00,23:00,7,99,4.0,942,4.1,608,4.05,79,735,Premium,49,45,27,28,14,17.0,24.5,28,22,209,158,5.9,26,45,75,153615,116130,123675,85048,56.9,43.1,Swiggy Better,AC; Takeaway; Live Music; WiFi; Alcohol; Bar; Dine-in,7,Dine-in available,True,5,True,True,True,2021,2024-05-31,780,-0.09999999999999964,37485,38627,269745,208723,367,27.5
REST000074,Coastal Kitchen,Bangalore,RT Nagar,12.99163,77.58539,Fine Dine,Mediterranean; South Indian,Grilled Kebabs,4.5,12:00,23:00,7,100,4.2,673,4.2,1725,4.2,86,1137,Premium,41,30,26,25,35,18.4,18.2,17,22,128,196,-8.8,19,45,90,145536,222852,115195,176824,39.5,60.5,Zomato Better,Outdoor Seating; Smoking Area; Takeaway; Live Music; Dine-in; Private Room; Family Friendly,7,Dine-in available,False,3,True,False,False,2014,2019-02-25,2702,0.0,-77316,-61629,368388,292019,324,25.5
REST000075,Delhi Point,Mumbai,Chembur,19.0077,72.84089,QSR (Quick Service),Japanese,Ramen,0.8,09:00,24:00,7,68,3.5,3062,3.5,823,3.5,69,413,Mid-Range,21,17,16,19,16,15.5,17.3,29,12,345,237,7.1,55,31,97,142485,97881,116788,78519,59.3,40.7,Swiggy Better,Takeaway; Alcohol,2,Dine-in available,True,5,False,False,True,2016,2021-11-17,1706,0.0,44604,38269,240366,195307,582,17.5
REST000076,Saffron Italian Grill,Bangalore,Koramangala,12.95009,77.62685,Fine Dine,Italian; Fast Food,Risotto,1.9,09:00,21:00,6,27,4.1,741,4.2,548,4.15,79,1579,Luxury,24,30,24,20,20,21.0,19.1,29,27,177,232,8.3,38,51,71,279483,366328,214168,287469,43.3,56.7,Zomato Better,Bar; Parking; Private Room; Rooftop; Outdoor Seating; Dine-in,6,Dine-in available,True,3,True,True,True,2018,2021-04-11,1926,-0.10000000000000053,-86845,-73301,645811,501637,409,22.0
REST000077,Harvest Vegan Deck,Bangalore,Basavanagudi,12.89139,77.61772,Cafe,Vegan,Tofu Stir Fry,2.0,11:00,23:00,7,50,4.8,2950,4.5,2189,4.65,81,383,Mid-Range,33,29,18,21,32,16.4,23.1,11,6,413,300,19.1,40,59,82,158179,114900,128271,85707,57.9,42.1,Swiggy Better,Alcohol; WiFi; AC; Parking; Smoking Area; Vegan Options; Rooftop,7,Dine-in available,False,3,True,False,True,2016,2018-02-12,3080,0.2999999999999998,43279,42564,273079,213978,713,19.5
REST000078,Urban Hub,Hyderabad,Secunderabad,17.36337,78.47594,Casual Dining,Mexican; Pan-Asian,Burrito Bowl,8.9,07:00,21:00,7,32,4.3,1507,4.0,2180,4.15,88,569,Mid-Range,57,57,31,31,32,25.6,25.7,28,15,196,245,11.0,45,50,63,111524,139405,80485,100471,44.4,55.6,Zomato Better,Dessert Bar; Takeaway; WiFi; Private Room,4,Dine-in available,True,1,True,False,True,2018,2022-06-27,1484,0.2999999999999998,-27881,-19986,250929,180956,441,31.0
REST000079,The Vegan Corner,Pune,Hinjewadi,18.55078,73.71991,QSR (Quick Service),Vegan,Vegan Wrap,5.2,09:00,21:00,7,79,4.6,765,4.9,885,4.75,92,243,Budget,42,39,26,24,24,21.0,16.6,19,11,260,199,5.8,41,59,76,63180,48357,48415,39120,56.6,43.4,Swiggy Better,Rooftop; Vegan Options; Private Room; Takeaway; Outdoor Seating; Dine-in,6,Dine-in available,True,2,False,True,True,2016,2017-08-04,3272,-0.3000000000000007,14823,9295,111537,87535,459,25.0
REST000080,Coastal Chinese Corner,Kolkata,Salt Lake,22.59485,88.31598,QSR (Quick Service),Chinese,Hakka Noodles,8.4,08:00,23:00,7,91,4.4,1228,4.5,687,4.45,90,200,Budget,51,50,35,36,19,15.4,22.3,32,20,379,289,0.3,10,57,56,75800,57800,62203,43563,56.7,43.3,Swiggy Better,Takeaway; Vegan Options; Parking; Smoking Area,4,Dine-in available,False,2,False,True,True,2016,2018-01-20,3103,-0.09999999999999964,18000,18640,133600,105766,668,35.5
REST000081,Bistro Desserts Junction,Hyderabad,Somajiguda,17.4923,78.52907,Casual Dining,Desserts,Kulfi,9.3,09:00,24:00,6,39,4.2,703,4.0,1552,4.1,76,460,Mid-Range,68,63,31,40,31,25.6,23.5,29,5,244,240,2.7,34,43,78,112240,110400,81001,81922,50.4,49.6,Balanced,Dessert Bar; Rooftop; Alcohol; Family Friendly; Outdoor Seating,5,Dine-in available,False,1,True,False,True,2018,2021-07-08,1838,0.20000000000000018,1840,-921,222640,162923,484,35.5
REST000082,The Chinese Kitchen Co.,Delhi,Connaught Place,28.67835,77.03789,Cloud Kitchen,Chinese,Fried Rice,4.5,10:00,22:00,7,0,4.1,2611,4.0,944,4.05,81,345,Mid-Range,42,41,25,31,23,26.5,21.5,31,20,293,252,6.2,32,48,56,101085,86940,72069,66200,53.8,46.2,Swiggy Better,Dessert Bar; Takeaway; Family Friendly; Outdoor Seating; Rooftop; Private Room; AC,7,"Delivery-only, no seating",False,3,False,False,True,2024,2024-05-15,796,0.09999999999999964,14145,5869,188025,138269,545,28.0
REST000083,Basil Bar & Grill,Kolkata,New Town,22.52868,88.39285,Cafe,Vegan,Vegan Buddha Bowl,6.4,10:00,22:00,7,31,4.2,571,3.8,676,4.0,83,387,Mid-Range,42,50,27,27,24,18.6,22.4,6,25,179,229,3.9,28,35,76,69273,88623,54697,66708,43.9,56.1,Zomato Better,WiFi; Bar; Parking; AC; Takeaway; Private Room,6,Dine-in available,False,2,False,False,True,2013,2017-08-08,3268,0.40000000000000036,-19350,-12011,157896,121405,408,27.0
REST000084,Spice Bhavan,Mumbai,Goregaon,19.1453,72.89988,Cloud Kitchen,Continental,Pasta,1.8,08:00,23:00,7,0,4.5,4629,4.5,970,4.5,98,462,Mid-Range,27,19,18,18,12,16.6,19.9,17,10,519,247,5.9,52,53,85,239778,114114,193976,88663,67.8,32.2,Swiggy Better,Outdoor Seating; Live Music; Dessert Bar; Alcohol; Smoking Area,5,"Delivery-only, no seating",False,1,False,False,True,2018,2021-03-30,1938,0.0,125664,105313,353892,282639,766,18.0
REST000085,Royal Room,Mumbai,Worli,18.99018,72.82815,Cafe,South Indian,Filter Coffee,3.3,11:00,23:00,7,76,4.5,2107,4.9,626,4.7,94,789,Premium,32,39,23,26,14,21.4,21.1,27,18,267,230,2.8,6,65,81,210663,181470,160614,138884,53.7,46.3,Swiggy Better,Family Friendly; Takeaway,2,Dine-in available,True,5,False,False,True,2021,2021-05-27,1880,-0.40000000000000036,29193,21730,392133,299498,497,24.5
REST000086,Barrel Republic,Mumbai,Juhu,19.08566,72.92269,Food Truck,Pan-Asian,Sushi Rolls,4.3,12:00,23:00,7,0,4.2,1041,4.1,467,4.15,81,244,Budget,38,38,22,22,13,17.4,20.6,5,12,154,111,-8.9,48,60,89,37576,27084,30107,20860,58.1,41.9,Swiggy Better,Takeaway; Bar; Rooftop; Family Friendly; Live Music; Smoking Area,6,"Delivery-only, no seating",True,5,False,False,True,2021,2026-04-25,86,0.10000000000000053,10492,9247,64660,50967,265,22.0
REST000087,Heritage Point,Chennai,Guindy,13.10784,80.26672,QSR (Quick Service),Mughlai; Fast Food,Kebabs,5.3,12:00,22:00,7,104,4.2,1253,4.2,730,4.2,86,203,Budget,48,40,26,28,11,26.1,20.8,24,20,282,348,4.1,37,55,63,57246,70644,41036,54272,44.8,55.2,Zomato Better,AC; Bar; Vegan Options; WiFi; Rooftop; Outdoor Seating,6,Dine-in available,False,2,True,False,True,2014,2016-09-11,3599,0.0,-13398,-13236,127890,95308,630,27.0
REST000088,The Vegan Kitchen,Delhi,Hauz Khas,28.58859,77.09508,Cafe,Vegan,Tofu Stir Fry,1.5,10:00,23:00,6,52,4.9,2147,5.0,2915,4.95,100,369,Mid-Range,28,28,21,17,11,16.2,25.8,29,8,372,345,-13.0,55,61,88,137268,127305,111580,91627,51.9,48.1,Swiggy Better,AC; Parking; Rooftop; Outdoor Seating; Takeaway,5,Dine-in available,False,3,True,False,True,2015,2020-05-22,2250,-0.09999999999999964,9963,19953,264573,203207,717,19.0
REST000089,The Korean Point,Mumbai,Navi Mumbai,19.02149,72.82022,Fine Dine,Korean,Bibimbap,4.4,10:00,21:00,7,88,4.1,1172,4.1,1814,4.1,87,2660,Luxury,46,41,28,23,18,25.6,19.9,22,13,219,206,3.3,59,44,88,582540,547960,420407,425748,51.5,48.5,Balanced,Rooftop; Live Music,2,Dine-in available,True,3,True,False,True,2022,2026-03-05,137,0.0,34580,-5341,1130500,846155,425,25.5
REST000090,Delhi Desserts Bar & Grill,Pune,Hadapsar,18.45214,73.92158,Cafe,Desserts,Brownie Sundae,2.8,12:00,23:00,6,55,4.8,1211,4.9,394,4.85,93,786,Premium,29,34,26,23,11,26.5,24.8,13,31,200,136,13.5,31,71,62,157200,106896,112076,77974,59.5,40.5,Swiggy Better,Outdoor Seating; Family Friendly; Alcohol; Takeaway; Vegan Options; Bar; Smoking Area; Private Room,8,Dine-in available,False,2,True,False,True,2021,2022-07-16,1465,-0.10000000000000053,50304,34102,264096,190050,336,24.5
REST000091,The Vietnamese Spot,Mumbai,Khar,19.11766,72.81809,Casual Dining,Vietnamese,Spring Rolls,17.8,07:00,23:00,7,31,4.4,670,4.5,3867,4.45,83,671,Mid-Range,97,94,51,44,21,24.1,18.8,22,29,240,519,4.7,13,69,75,161040,348249,118562,274295,31.6,68.4,Zomato Better,AC; Rooftop; Smoking Area,3,Dine-in available,False,3,True,True,True,2016,2019-10-04,2481,-0.09999999999999964,-187209,-155733,509289,392857,759,47.5
REST000092,Cinnamon South Deck,Chennai,Perambur,13.05058,80.21052,Cafe,South Indian; Street Food,Uttapam,5.6,11:00,23:00,7,46,4.6,1660,4.5,1323,4.55,89,690,Mid-Range,36,41,27,26,23,22.2,15.5,15,20,324,343,-2.3,60,52,93,223560,236670,168712,193987,48.6,51.4,Zomato Better,AC; Dine-in; Live Music; Dessert Bar; Bar; Parking; Private Room; Outdoor Seating,8,Dine-in available,True,2,True,False,False,2015,2018-03-03,3061,0.09999999999999964,-13110,-25275,460230,362699,667,26.5
REST000093,Heritage Fast Bar & Grill,Delhi,Malviya Nagar,28.69108,77.10958,Casual Dining,Fast Food,Cheese Sandwich,8.4,10:00,21:00,7,118,4.2,1987,4.6,2240,4.4,90,899,Premium,58,49,32,37,22,16.1,23.5,23,26,281,476,-4.0,42,59,69,252619,427924,205589,317541,37.1,62.9,Zomato Better,Outdoor Seating; AC,2,Dine-in available,False,3,False,False,True,2016,2017-06-01,3336,-0.39999999999999947,-175305,-111952,680543,523130,757,34.5
REST000094,Twist Multi-Cuisine Corner,Delhi,Pitampura,28.62342,77.05348,QSR (Quick Service),Multi-Cuisine; Fast Food,Combo Meal,8.4,11:00,21:00,7,90,4.5,1188,4.5,2300,4.5,89,318,Mid-Range,46,52,30,33,13,22.9,17.3,24,18,356,423,6.4,23,55,90,113208,134514,84665,107906,45.7,54.3,Zomato Better,Family Friendly; Bar,2,Dine-in available,False,2,False,False,True,2017,2022-07-24,1457,0.0,-21306,-23241,247722,192571,779,31.5
REST000095,The Thai Deck,Bangalore,Indiranagar,12.93111,77.698,Cafe,Thai,Green Curry,5.8,08:00,21:00,7,49,4.4,836,4.5,900,4.45,86,455,Mid-Range,37,50,29,29,23,24.4,18.1,22,27,307,324,17.8,8,58,63,139685,147420,102434,117115,48.7,51.3,Zomato Better,Parking; Bar; AC,3,Dine-in available,False,5,False,False,True,2020,2025-12-14,218,-0.09999999999999964,-7735,-14681,287105,219549,631,29.0
REST000096,Basil Corner,Hyderabad,Jubilee Hills,17.34549,78.4373,QSR (Quick Service),South Indian; Fast Food,Uttapam,7.0,08:00,22:00,7,25,4.3,647,4.1,1086,4.2,82,393,Mid-Range,55,45,30,37,19,22.7,19.9,29,27,300,269,6.0,54,47,71,117900,105717,88403,82139,52.7,47.3,Swiggy Better,Parking; Takeaway; Outdoor Seating,3,Dine-in available,False,3,False,False,True,2018,2022-12-26,1302,0.20000000000000018,12183,6264,223617,170542,569,33.5
REST000097,Ember Biryani Table,Delhi,Lajpat Nagar,28.69319,77.14216,Cafe,Biryani; Chinese,Mutton Biryani,6.5,12:00,22:00,6,18,4.3,749,4.3,1148,4.3,89,572,Mid-Range,52,48,33,30,17,25.9,15.5,10,8,212,147,-1.3,17,51,89,121264,84084,87161,68919,59.1,40.9,Swiggy Better,WiFi; Smoking Area; Private Room; Takeaway; Rooftop; Dine-in,6,Dine-in available,False,5,False,False,True,2015,2017-01-18,3470,0.0,37180,18242,205348,156080,359,31.5
REST000098,Basil Hub,Mumbai,Malad,19.0607,72.95985,Cloud Kitchen,Japanese; Bakery,Teriyaki Bowl,6.5,07:00,22:00,6,0,3.9,2280,4.2,811,4.05,83,264,Budget,45,39,30,28,18,25.2,26.1,29,16,418,317,3.3,55,54,73,110352,83688,80067,59990,56.9,43.1,Swiggy Better,Dessert Bar; AC; Live Music; Takeaway,4,"Delivery-only, no seating",False,3,False,False,False,2019,2021-04-27,1910,-0.30000000000000027,26664,20077,194040,140057,735,29.0
REST000099,The Korean Kitchen,Mumbai,Mulund,19.14951,72.91348,Fine Dine,Korean; Vegan,Korean Fried Chicken,12.1,12:00,21:00,5,116,3.8,1286,3.7,1122,3.75,77,1184,Premium,70,67,36,36,31,15.8,26.0,20,11,185,149,14.4,33,42,75,219040,176416,178899,126631,55.4,44.6,Swiggy Better,Dessert Bar; WiFi; AC; Smoking Area; Family Friendly,5,Dine-in available,True,1,False,False,True,2020,2023-01-27,1270,0.09999999999999964,42624,52268,395456,305530,334,36.0
REST000100,The South Cellar,Lucknow,Aminabad,26.88128,80.90844,QSR (Quick Service),South Indian,Filter Coffee,5.4,11:00,22:00,7,21,4.0,618,4.2,1467,4.1,82,292,Budget,43,45,29,33,28,18.1,24.9,21,9,204,263,0.2,30,51,86,59568,76796,47323,55944,43.7,56.3,Zomato Better,Outdoor Seating; Live Music; Dine-in; Vegan Options,4,Dine-in available,False,2,False,False,False,2025,2025-01-02,564,-0.20000000000000018,-17228,-8621,136364,103267,467,31.0
REST000101,Copper Lebanese Corner,Ahmedabad,Paldi,22.93368,72.58857,Casual Dining,Lebanese,Fattoush,2.7,08:00,22:00,6,19,4.2,469,4.5,977,4.35,84,585,Mid-Range,30,26,21,21,28,20.6,26.2,4,13,201,166,-6.3,31,61,62,117585,97110,90562,69517,54.8,45.2,Swiggy Better,Takeaway; Private Room; Smoking Area,3,Dine-in available,False,1,True,False,False,2011,2016-11-30,3519,-0.2999999999999998,20475,21045,214695,160079,367,21.0
